#P_AB   P_AC     delta*    P_AB    P_AC     delta
0.792223 0.657305 0.0690355 0.792223 0.738193 0.111175

0.792401 0.657007 0.0689518 0.792401 0.738045 0.110986

0.792578 0.656709 0.0688682 0.792578 0.737896 0.110796

0.792755 0.65641 0.0687846 0.792755 0.737746 0.110606

0.792932 0.656111 0.0687011 0.792932 0.737596 0.110415

0.793109 0.65581 0.0686177 0.793109 0.737446 0.110225

0.793286 0.655509 0.0685343 0.793286 0.737296 0.110035

0.793463 0.655207 0.068451 0.793463 0.737145 0.109845

0.793641 0.654905 0.0683677 0.793641 0.736993 0.109654

0.793818 0.654601 0.0682845 0.793818 0.736842 0.109464

0.793995 0.654297 0.0682013 0.793995 0.736689 0.109273

0.794172 0.653992 0.0681182 0.794172 0.736537 0.109082

0.794349 0.653686 0.0680352 0.794349 0.736384 0.108892

0.794526 0.65338 0.0679522 0.794526 0.736231 0.108701

0.794703 0.653072 0.0678693 0.794703 0.736077 0.10851

0.794881 0.652764 0.0677864 0.794881 0.735923 0.108319

0.795058 0.652455 0.0677036 0.795058 0.735768 0.108128

0.795235 0.652145 0.0676208 0.795235 0.735614 0.107936

0.795412 0.651835 0.0675381 0.795412 0.735458 0.107745

0.795589 0.651523 0.0674555 0.795589 0.735302 0.107553

0.795766 0.651211 0.0673729 0.795766 0.735146 0.107362

0.795943 0.650898 0.0672904 0.795943 0.73499 0.10717

0.79612 0.650584 0.0672079 0.79612 0.734833 0.106978

0.796298 0.650269 0.0671255 0.796298 0.734675 0.106786

0.796475 0.649953 0.0670432 0.796475 0.734518 0.106594

0.796652 0.649637 0.0669609 0.796652 0.734359 0.106402

0.796829 0.649319 0.0668786 0.796829 0.734201 0.10621

0.797006 0.649001 0.0667964 0.797006 0.734042 0.106018

0.797183 0.648682 0.0667143 0.797183 0.733882 0.105825

0.79736 0.648362 0.0666322 0.79736 0.733722 0.105633

0.797538 0.648041 0.0665502 0.797538 0.733562 0.10544

0.797715 0.647719 0.0664683 0.797715 0.733401 0.105247

0.797892 0.647397 0.0663864 0.797892 0.733239 0.105054

0.798069 0.647073 0.0663045 0.798069 0.733078 0.104861

0.798246 0.646749 0.0662227 0.798246 0.732915 0.104668

0.798423 0.646423 0.066141 0.798423 0.732753 0.104475

0.7986 0.646097 0.0660593 0.7986 0.73259 0.104281

0.798778 0.64577 0.0659777 0.798778 0.732426 0.104088

0.798955 0.645442 0.0658961 0.798955 0.732262 0.103894

0.799132 0.645113 0.0658146 0.799132 0.732097 0.1037

0.799309 0.644783 0.0657331 0.799309 0.731932 0.103506

0.799486 0.644452 0.0656517 0.799486 0.731767 0.103312

0.799663 0.64412 0.0655704 0.799663 0.731601 0.103118

0.79984 0.643787 0.0654891 0.79984 0.731434 0.102923

0.800018 0.643453 0.0654079 0.800018 0.731267 0.102729

0.800195 0.643118 0.0653267 0.800195 0.7311 0.102534

0.800372 0.642782 0.0652455 0.800372 0.730932 0.102339

0.800549 0.642445 0.0651645 0.800549 0.730764 0.102144

0.800726 0.642108 0.0650835 0.800726 0.730595 0.101949

0.800903 0.641769 0.0650025 0.800903 0.730425 0.101754

0.80108 0.641429 0.0649216 0.80108 0.730255 0.101558

0.801258 0.641088 0.0648407 0.801258 0.730085 0.101363

0.801435 0.640746 0.0647599 0.801435 0.729914 0.101167

0.801612 0.640403 0.0646792 0.801612 0.729743 0.100971

0.801789 0.640059 0.0645985 0.801789 0.729571 0.100775

0.801966 0.639714 0.0645179 0.801966 0.729398 0.100579

0.802143 0.639368 0.0644373 0.802143 0.729225 0.100383
