#P_AB   P_AC     delta*    P_AB    P_AC     delta
 0.811255 0.649174 0.0262678 0.811255 0.744363 0.0436651 

 0.811448 0.648787 0.0262311 0.811448 0.74417 0.0435719 

 0.811641 0.648398 0.0261943 0.811641 0.743976 0.0434786 

 0.811834 0.648009 0.0261576 0.811834 0.743781 0.0433852 

 0.812026 0.647618 0.0261209 0.812026 0.743585 0.0432918 

 0.812219 0.647226 0.0260843 0.812219 0.743389 0.0431982 

 0.812412 0.646832 0.0260477 0.812412 0.743192 0.0431047 

 0.812605 0.646437 0.0260111 0.812605 0.742995 0.043011 

 0.812798 0.646041 0.0259745 0.812798 0.742797 0.0429173 

 0.812991 0.645644 0.025938 0.812991 0.742598 0.0428235 

 0.813184 0.645245 0.0259015 0.813184 0.742399 0.0427297 

 0.813377 0.644845 0.025865 0.813377 0.742199 0.0426357 

 0.81357 0.644443 0.0258285 0.81357 0.741998 0.0425417 

 0.813762 0.64404 0.0257921 0.813762 0.741797 0.0424476 

 0.813955 0.643636 0.0257557 0.813955 0.741594 0.0423535 

 0.814148 0.643231 0.0257194 0.814148 0.741392 0.0422592 

 0.814341 0.642824 0.025683 0.814341 0.741188 0.0421649 

 0.814534 0.642415 0.0256467 0.814534 0.740984 0.0420705 

 0.814727 0.642005 0.0256105 0.814727 0.740779 0.041976 

 0.81492 0.641594 0.0255742 0.81492 0.740573 0.0418814 

 0.815113 0.641181 0.025538 0.815113 0.740367 0.0417868 

 0.815306 0.640767 0.0255018 0.815306 0.74016 0.041692 

 0.815498 0.640351 0.0254657 0.815498 0.739952 0.0415972 

 0.815691 0.639934 0.0254295 0.815691 0.739743 0.0415022 

 0.815884 0.639516 0.0253934 0.815884 0.739534 0.0414072 

 0.816077 0.639095 0.0253574 0.816077 0.739324 0.0413121 

 0.81627 0.638674 0.0253213 0.81627 0.739113 0.0412169 

 0.816463 0.63825 0.0252853 0.816463 0.738902 0.0411216 

 0.816656 0.637826 0.0252493 0.816656 0.738689 0.0410262 

 0.816849 0.637399 0.0252134 0.816849 0.738476 0.0409307 

 0.817041 0.636971 0.0251774 0.817041 0.738262 0.0408351 

 0.817234 0.636542 0.0251416 0.817234 0.738047 0.0407394 

 0.817427 0.63611 0.0251057 0.817427 0.737832 0.0406436 

 0.81762 0.635678 0.0250698 0.81762 0.737615 0.0405477 

 0.817813 0.635243 0.025034 0.817813 0.737398 0.0404517 

 0.818006 0.634807 0.0249982 0.818006 0.73718 0.0403555 

 0.818199 0.634369 0.0249625 0.818199 0.736961 0.0402593 

 0.818392 0.63393 0.0249267 0.818392 0.736741 0.040163 

 0.818585 0.633488 0.024891 0.818585 0.73652 0.0400665 

 0.818777 0.633045 0.0248554 0.818777 0.736299 0.0399699 

 0.81897 0.632601 0.0248197 0.81897 0.736077 0.0398732 

 0.819163 0.632154 0.0247841 0.819163 0.735853 0.0397764 

 0.819356 0.631706 0.0247485 0.819356 0.735629 0.0396794 

 0.819549 0.631256 0.0247129 0.819549 0.735404 0.0395824 

 0.819742 0.630804 0.0246774 0.819742 0.735178 0.0394852 

 0.819935 0.63035 0.0246419 0.819935 0.734951 0.0393878 

 0.820128 0.629894 0.0246064 0.820128 0.734724 0.0392904 

 0.820321 0.629437 0.024571 0.820321 0.734495 0.0391928 

 0.820513 0.628978 0.0245355 0.820513 0.734265 0.0390951 

 0.820706 0.628516 0.0245001 0.820706 0.734034 0.0389972 

 0.820899 0.628053 0.0244648 0.820899 0.733803 0.0388992 

 0.821092 0.627588 0.0244294 0.821092 0.73357 0.0388011 

 0.821285 0.627121 0.0243941 0.821285 0.733337 0.0387028 

 0.821478 0.626651 0.0243588 0.821478 0.733102 0.0386044 

 0.821671 0.62618 0.0243236 0.821671 0.732866 0.0385058 

 0.821864 0.625707 0.0242883 0.821864 0.73263 0.038407 

 0.822057 0.625232 0.0242531 0.822057 0.732392 0.0383082 

 0.822249 0.624754 0.0242179 0.822249 0.732153 0.0382091 

 0.822442 0.624274 0.0241828 0.822442 0.731914 0.0381099 

 0.822635 0.623793 0.0241477 0.822635 0.731673 0.0380105 

 0.822828 0.623309 0.0241126 0.822828 0.731431 0.037911 

 0.823021 0.622823 0.0240775 0.823021 0.731188 0.0378113 

 0.823214 0.622334 0.0240425 0.823214 0.730944 0.0377115 

 0.823407 0.621844 0.0240074 0.823407 0.730698 0.0376114 

 0.8236 0.621351 0.0239724 0.8236 0.730452 0.0375112 

 0.823793 0.620856 0.0239375 0.823793 0.730204 0.0374108 

 0.823985 0.620358 0.0239025 0.823985 0.729956 0.0373102 

 0.824178 0.619859 0.0238676 0.824178 0.729706 0.0372095 

 0.824371 0.619356 0.0238327 0.824371 0.729455 0.0371085 

 0.824564 0.618852 0.0237979 0.824564 0.729202 0.0370074 

 0.824757 0.618345 0.0237631 0.824757 0.728949 0.036906 

 0.82495 0.617835 0.0237283 0.82495 0.728694 0.0368045 

 0.825143 0.617323 0.0236935 0.825143 0.728438 0.0367028 

 0.825336 0.616808 0.0236587 0.825336 0.72818 0.0366008 

 0.825529 0.616291 0.023624 0.825529 0.727922 0.0364987 

 0.825721 0.615771 0.0235893 0.825721 0.727662 0.0363963 

 0.825914 0.615249 0.0235546 0.825914 0.727401 0.0362937 

 0.826107 0.614723 0.02352 0.826107 0.727138 0.0361909 

 0.8263 0.614195 0.0234854 0.8263 0.726874 0.0360879 

 0.826493 0.613665 0.0234508 0.826493 0.726609 0.0359846 

 0.826686 0.613131 0.0234162 0.826686 0.726342 0.0358811 

 0.826879 0.612595 0.0233817 0.826879 0.726074 0.0357774 

 0.827072 0.612055 0.0233471 0.827072 0.725804 0.0356734 

 0.827264 0.611513 0.0233127 0.827264 0.725533 0.0355692 

 0.827457 0.610968 0.0232782 0.827457 0.72526 0.0354647 

 0.82765 0.61042 0.0232438 0.82765 0.724986 0.03536 

 0.827843 0.609869 0.0232093 0.827843 0.724711 0.035255 

 0.828036 0.609314 0.023175 0.828036 0.724434 0.0351498 

 0.828229 0.608757 0.0231406 0.828229 0.724155 0.0350443 

 0.828422 0.608196 0.0231063 0.828422 0.723874 0.0349385 

 0.828615 0.607632 0.023072 0.828615 0.723592 0.0348324 

 0.828808 0.607065 0.0230377 0.828808 0.723309 0.034726 

 0.829 0.606494 0.0230034 0.829 0.723024 0.0346193 
