#P_AB   P_AC     delta*    P_AB    P_AC     delta
0.780392 0.659713 0.0990823 0.780392 0.732751 0.155478 

0.780562 0.659455 0.0989715 0.780562 0.732622 0.155241 

0.780732 0.659197 0.0988607 0.780732 0.732492 0.155005 

0.780901 0.658938 0.09875 0.780901 0.732363 0.154768 

0.781071 0.658678 0.0986394 0.781071 0.732233 0.154531 

0.78124 0.658418 0.0985289 0.78124 0.732103 0.154294 

0.78141 0.658158 0.0984184 0.78141 0.731973 0.154057 

0.781579 0.657896 0.098308 0.781579 0.731842 0.15382 

0.781749 0.657634 0.0981977 0.781749 0.731711 0.153583 

0.781918 0.657372 0.0980874 0.781918 0.73158 0.153346 

0.782088 0.657109 0.0979772 0.782088 0.731449 0.153108 

0.782258 0.656845 0.0978671 0.782258 0.731317 0.152871 

0.782427 0.656581 0.0977571 0.782427 0.731185 0.152633 

0.782597 0.656316 0.0976471 0.782597 0.731052 0.152396 

0.782766 0.656051 0.0975372 0.782766 0.73092 0.152158 

0.782936 0.655785 0.0974273 0.782936 0.730787 0.15192 

0.783105 0.655518 0.0973175 0.783105 0.730653 0.151682 

0.783275 0.655251 0.0972078 0.783275 0.73052 0.151444 

0.783444 0.654983 0.0970982 0.783444 0.730386 0.151206 

0.783614 0.654715 0.0969886 0.783614 0.730251 0.150968 

0.783784 0.654445 0.0968791 0.783784 0.730117 0.15073 

0.783953 0.654176 0.0967697 0.783953 0.729982 0.150491 

0.784123 0.653905 0.0966603 0.784123 0.729847 0.150253 

0.784292 0.653634 0.096551 0.784292 0.729711 0.150014 

0.784462 0.653363 0.0964418 0.784462 0.729575 0.149775 

0.784631 0.65309 0.0963327 0.784631 0.729439 0.149537 

0.784801 0.652817 0.0962236 0.784801 0.729303 0.149298 

0.78497 0.652544 0.0961146 0.78497 0.729166 0.149059 

0.78514 0.652269 0.0960056 0.78514 0.729029 0.148819 

0.78531 0.651994 0.0958967 0.78531 0.728891 0.14858 

0.785479 0.651719 0.0957879 0.785479 0.728754 0.148341 

0.785649 0.651442 0.0956792 0.785649 0.728615 0.148101 

0.785818 0.651166 0.0955705 0.785818 0.728477 0.147861 

0.785988 0.650888 0.0954619 0.785988 0.728338 0.147622 

0.786157 0.65061 0.0953533 0.786157 0.728199 0.147382 

0.786327 0.650331 0.0952449 0.786327 0.728059 0.147142 

0.786497 0.650051 0.0951365 0.786497 0.72792 0.146902 

0.786666 0.649771 0.0950281 0.786666 0.727779 0.146661 

0.786836 0.64949 0.0949199 0.786836 0.727639 0.146421 

0.787005 0.649208 0.0948116 0.787005 0.727498 0.14618 

0.787175 0.648925 0.0947035 0.787175 0.727357 0.14594 

0.787344 0.648642 0.0945954 0.787344 0.727215 0.145699 

0.787514 0.648358 0.0944874 0.787514 0.727073 0.145458 

0.787683 0.648074 0.0943795 0.787683 0.726931 0.145217 

0.787853 0.647789 0.0942716 0.787853 0.726788 0.144976 

0.788023 0.647503 0.0941638 0.788023 0.726645 0.144734 

0.788192 0.647216 0.0940561 0.788192 0.726502 0.144493 

0.788362 0.646928 0.0939484 0.788362 0.726358 0.144251 

0.788531 0.64664 0.0938408 0.788531 0.726214 0.144009 

0.788701 0.646351 0.0937333 0.788701 0.72607 0.143767 

0.78887 0.646062 0.0936258 0.78887 0.725925 0.143525 

0.78904 0.645771 0.0935184 0.78904 0.72578 0.143283 

0.789209 0.64548 0.0934111 0.789209 0.725634 0.143041 
